City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Grootfontein,NA,2021-11-09 21:34:43,-19.5667,18.1167,72.97,33,98,4.61
295,Gaziantep,TR,2021-11-09 21:34:43,37.0594,37.3825,46.06,53,0,0.0
296,Yulara,AU,2021-11-09 21:34:44,-25.2406,130.9889,67.84,100,90,9.22
297,Buraydah,SA,2021-11-09 21:34:44,26.326,43.975,66.65,26,6,7.63
298,Safaga,EG,2021-11-09 21:34:44,26.7292,33.9365,71.55,36,0,6.85
299,La Ronge,CA,2021-11-09 21:34:45,55.1001,-105.2842,28.65,59,40,2.3
300,Brae,GB,2021-11-09 21:34:45,60.3964,-1.353,49.91,76,98,28.5
301,Samarai,PG,2021-11-09 21:34:45,-10.6167,150.6667,83.84,76,22,18.32
302,Roma,US,2021-11-09 21:32:03,43.2128,-75.4557,58.86,81,75,3.44
303,Meadow Lake,US,2021-11-09 21:31:05,34.8014,-106.5436,71.62,17,100,6.6
304,Horsham,GB,2021-11-09 21:34:45,51.064,-0.3272,55.53,71,0,3.44
305,Karratha,AU,2021-11-09 21:34:46,-20.7377,116.8463,68.16,57,1,13.27
306,Ekhabi,RU,2021-11-09 21:34:46,53.5102,142.9671,38.01,99,100,11.12
307,Angoche,MZ,2021-11-09 21:34:46,-16.2325,39.9086,79.23,77,3,13.02
308,Vikhorevka,RU,2021-11-09 21:34:47,56.1201,101.1636,31.59,98,100,3.83
309,Kokkola,FI,2021-11-09 21:34:47,63.8385,23.1307,37.92,92,90,7.0
310,Kamaishi,JP,2021-11-09 21:34:47,39.2667,141.8833,54.43,84,100,7.38
311,Kichera,RU,2021-11-09 21:34:47,55.9375,110.0997,18.43,84,76,4.18
312,Saint-Georges,GD,2021-11-09 21:34:48,12.0564,-61.7485,83.88,70,20,13.8
313,Belaya Gora,RU,2021-11-09 21:34:48,68.5333,146.4167,-18.6,99,21,4.45
314,Sioux Lookout,CA,2021-11-09 21:30:02,50.1001,-91.917,44.67,49,20,11.5
315,Cadillac,US,2021-11-09 21:31:32,44.2519,-85.4012,54.16,32,1,5.75
316,Carbondale,US,2021-11-09 21:34:07,37.7273,-89.2168,64.83,65,40,6.91
317,Nador,MA,2021-11-09 21:34:48,35.174,-2.9287,53.85,82,0,3.44
318,Irbil,IQ,2021-11-09 21:34:48,36.1926,44.0106,49.82,17,0,1.14
319,Puerto Baquerizo Moreno,EC,2021-11-09 21:34:49,-0.9,-89.6,72.59,78,75,17.27
320,Mlowo,TZ,2021-11-09 21:34:49,-9.0,32.9833,65.8,41,36,5.19
321,Cayenne,GF,2021-11-09 21:35:49,4.9333,-52.3333,78.84,86,90,4.61
322,Beidao,CN,2021-11-09 21:35:50,34.5686,105.8933,34.92,37,0,0.96
323,Jinchang,CN,2021-11-09 21:35:50,38.4953,102.1739,28.44,40,0,1.7
324,Chapais,CA,2021-11-09 21:35:50,49.7834,-74.8492,38.98,80,61,3.89
325,Riosucio,CO,2021-11-09 21:35:50,5.4216,-75.7032,64.83,96,93,2.17
326,San Jeronimo,PE,2021-11-09 21:35:51,-11.9472,-75.2829,60.31,58,84,8.5
327,Lasa,IT,2021-11-09 21:35:51,46.6166,10.7002,38.28,75,79,1.45
328,Praya,CV,2021-11-09 21:35:51,14.9215,-23.5087,77.54,69,40,20.71
329,Acahay,PY,2021-11-09 21:35:52,-25.9167,-57.15,81.27,45,30,6.44
330,Povenets,RU,2021-11-09 21:35:52,62.8487,34.8262,29.88,74,100,14.16
331,Raton,US,2021-11-09 21:35:52,36.9034,-104.4391,68.61,17,1,1.99
332,Natal,BR,2021-11-09 21:35:52,-5.795,-35.2094,82.62,74,75,11.5
333,Icod De Los Vinos,ES,2021-11-09 21:35:53,28.3724,-16.7119,65.95,74,84,10.16
334,Bazaliya,UA,2021-11-09 21:35:53,49.7127,26.4733,28.74,65,4,2.73
335,Dingle,PH,2021-11-09 21:35:53,10.9995,122.6711,75.94,94,99,7.47
336,Santa Marta,CO,2021-11-09 21:33:22,11.2408,-74.199,82.4,79,52,12.62
337,Ippy,CF,2021-11-09 21:35:54,6.2679,21.2247,69.91,89,41,1.45
338,Aloleng,PH,2021-11-09 21:35:54,16.1307,119.7824,79.11,78,100,9.93
339,Portland,US,2021-11-09 21:34:25,45.5234,-122.6762,55.83,75,40,5.01
340,Poya,NC,2021-11-09 21:35:54,-21.35,165.15,81.64,61,86,5.75
341,Novosemeykino,RU,2021-11-09 21:35:54,53.3833,50.3667,34.75,87,40,8.95
342,Allende,MX,2021-11-09 21:34:53,25.2833,-100.0167,74.32,54,84,7.72
343,Onega,RU,2021-11-09 21:35:55,63.9061,38.1404,27.75,73,100,10.8
344,Barra Patuca,HN,2021-11-09 21:35:55,15.8,-84.2833,78.87,67,26,13.62
345,Buchanan,LR,2021-11-09 21:35:55,5.8808,-10.0467,78.76,87,100,7.87
346,Margate,GB,2021-11-09 21:35:55,51.3813,1.3862,54.3,92,73,1.99
347,Kingston,JM,2021-11-09 21:35:56,17.997,-76.7936,86.95,62,20,5.75
348,Berezovyy,RU,2021-11-09 21:35:56,51.6667,135.7,25.07,96,99,2.68
349,Dubbo,AU,2021-11-09 21:35:56,-32.25,148.6167,69.93,73,100,4.61
350,Manokwari,ID,2021-11-09 21:35:57,-0.8667,134.0833,79.32,82,77,3.0
351,Dillon,US,2021-11-09 21:35:57,34.4166,-79.3712,79.05,35,1,4.47
352,Lodeynoye Pole,RU,2021-11-09 21:35:57,60.726,33.5531,29.64,80,100,8.61
353,Nemuro,JP,2021-11-09 21:35:57,43.3236,145.575,55.18,95,100,44.22
354,Boa Vista,BR,2021-11-09 21:35:58,2.8197,-60.6733,91.38,35,20,11.5
355,Bulungu,CD,2021-11-09 21:35:58,-4.55,18.6,72.07,80,100,2.19
356,Paamiut,GL,2021-11-09 21:35:58,61.994,-49.6678,11.39,68,4,7.65
357,Noumea,NC,2021-11-09 21:35:58,-22.2763,166.4572,77.0,99,100,4.36
358,Ponto Novo,BR,2021-11-09 21:35:59,-10.8628,-40.1336,77.63,55,43,5.35
359,Borger,NL,2021-11-09 21:35:59,52.9233,6.7931,50.79,84,98,7.7
360,Bobcaygeon,CA,2021-11-09 21:35:59,44.5462,-78.542,52.86,68,100,3.78
361,La Baule-Escoublac,FR,2021-11-09 21:35:59,47.2922,-2.364,53.87,93,5,2.3
362,Severnyy,RU,2021-11-09 21:36:00,50.677,36.5532,30.24,69,75,13.42
363,Buala,SB,2021-11-09 21:36:00,-8.145,159.5921,84.69,71,12,10.8
364,Adolfo Ruiz Cortines,MX,2021-11-09 21:36:00,25.75,-108.75,94.98,16,90,15.75
365,Lompoc,US,2021-11-09 21:36:01,34.6391,-120.4579,69.01,85,90,0.0
366,Mashhad,IR,2021-11-09 21:37:02,36.297,59.6062,37.54,60,0,6.91
367,Madimba,TZ,2021-11-09 21:37:02,-10.4,40.3333,78.12,88,20,9.22
368,Mushie,CD,2021-11-09 21:37:03,-3.0167,16.9,73.62,92,100,3.09
369,Seoul,KR,2021-11-09 21:37:03,37.5683,126.9778,37.81,89,75,1.14
370,Karaton,ID,2021-11-09 21:37:04,-6.3424,106.1045,81.95,91,100,5.37
371,Chifeng,CN,2021-11-09 21:37:04,42.2683,118.9636,31.73,63,1,19.73
372,Tatishchevo,RU,2021-11-09 21:37:04,51.6703,45.5953,37.58,82,89,13.38
373,Moron,AR,2021-11-09 21:37:05,-34.6534,-58.6198,71.49,70,84,8.01
374,Dawson Creek,CA,2021-11-09 21:37:05,55.7666,-120.2362,28.04,86,90,4.61
375,Comodoro Rivadavia,AR,2021-11-09 21:37:05,-45.8667,-67.5,82.26,23,0,21.85
376,Namatanai,PG,2021-11-09 21:37:06,-3.6667,152.4333,83.7,71,100,10.76
377,Kiomboi,TZ,2021-11-09 21:37:06,-4.2667,34.3667,70.47,29,91,6.02
378,Kruisfontein,ZA,2021-11-09 21:37:06,-34.0033,24.7314,54.57,77,47,3.76
379,San Juan,AR,2021-11-09 21:37:06,-31.5375,-68.5364,67.17,64,92,9.44
380,Maniitsoq,GL,2021-11-09 21:37:07,65.4167,-52.9,16.59,69,76,6.15
381,Hecun,CN,2021-11-09 21:37:07,36.5333,114.1111,40.53,52,0,8.77
382,Sa Kaeo,TH,2021-11-09 21:37:07,13.75,102.3333,69.15,82,72,6.22
383,Naustdal,NO,2021-11-09 21:37:07,61.509,5.7168,49.86,93,75,11.5
384,Yagodnoye,RU,2021-11-09 21:37:08,62.55,149.6667,-15.77,86,0,5.08
385,Zhigansk,RU,2021-11-09 21:37:08,66.7697,123.3711,18.59,95,100,10.96
386,Suhbaatar,MN,2021-11-09 21:37:08,50.2314,106.2078,25.45,65,24,3.18
387,Dourados,BR,2021-11-09 21:37:08,-22.2211,-54.8056,79.02,64,100,4.97
388,Goundam,ML,2021-11-09 21:37:09,16.4145,-3.6708,79.14,19,44,9.64
389,Asau,RO,2021-11-09 21:37:09,46.4333,26.4,42.76,75,79,3.27
390,Bonavista,CA,2021-11-09 21:37:09,48.6499,-53.1147,41.0,91,24,2.24
391,Tessalit,ML,2021-11-09 21:37:09,20.1986,1.0114,67.59,14,98,9.22
392,Bagdarin,RU,2021-11-09 21:37:10,54.4333,113.6,15.49,84,3,4.97
393,Bull Savanna,JM,2021-11-09 21:37:10,17.8868,-77.5902,78.04,77,73,1.3
394,Paso De Carrasco,UY,2021-11-09 21:37:10,-34.8603,-56.0522,66.65,63,75,12.66
395,Manzil Salim,TN,2021-11-09 21:37:10,35.8567,8.4765,53.6,50,32,6.06
396,Pouebo,NC,2021-11-09 21:37:11,-20.4,164.5667,79.61,68,100,6.51
397,Trelew,AR,2021-11-09 21:37:11,-43.249,-65.3051,65.43,31,0,29.12
398,Maracai,BR,2021-11-09 21:37:11,-22.6106,-50.6672,83.79,48,78,7.07
399,Anadyr,RU,2021-11-09 21:37:12,64.75,177.4833,23.5,86,75,4.47
400,Tsiroanomandidy,MG,2021-11-09 21:37:12,-18.7667,46.0333,77.72,59,99,4.88
401,Svetlaya,RU,2021-11-09 21:37:12,46.5389,138.3297,41.14,87,98,6.11
402,Camacha,PT,2021-11-09 21:37:12,33.0833,-16.3333,65.62,68,40,10.36
403,Eyrarbakki,IS,2021-11-09 21:37:13,63.863,-21.1481,37.45,81,100,15.48
404,Moorhead,US,2021-11-09 21:37:13,46.8739,-96.7676,53.98,35,1,0.0
405,Kuvandyk,RU,2021-11-09 21:37:13,51.4781,57.3552,44.44,97,100,9.15
406,Marihatag,PH,2021-11-09 21:37:13,8.7936,126.2969,77.49,88,100,3.58
407,Yumen,CN,2021-11-09 21:37:14,40.2833,97.2,16.12,59,0,5.97
408,Semnan,IR,2021-11-09 21:37:14,35.5729,53.3971,45.21,53,0,1.25
409,Abu Dhabi,AE,2021-11-09 21:36:00,24.4667,54.3667,80.62,57,20,2.3
410,Kalabo,ZM,2021-11-09 21:38:14,-14.97,22.6814,79.03,42,55,9.35
411,Mana,GF,2021-11-09 21:38:15,5.6592,-53.7767,78.22,82,86,7.74
412,Fereydunshahr,IR,2021-11-09 21:38:15,32.941,50.121,35.24,58,40,2.26
413,Sendai,JP,2021-11-09 21:38:15,38.2689,140.8719,55.33,88,75,3.44
414,Te Anau,NZ,2021-11-09 21:38:15,-45.4167,167.7167,59.13,70,100,0.36
415,Carahue,CL,2021-11-09 21:38:16,-38.7,-73.1667,59.2,66,64,6.11
416,Thinadhoo,MV,2021-11-09 21:38:16,0.5333,72.9333,82.8,71,89,19.37
417,Rio Verde De Mato Grosso,BR,2021-11-09 21:38:16,-18.9181,-54.8442,83.16,60,75,5.82
418,Atar,MR,2021-11-09 21:38:16,20.5169,-13.0499,78.22,16,92,6.89
419,Lagoa Da Canoa,BR,2021-11-09 21:38:17,-9.8297,-36.7378,75.25,72,77,14.07
420,Nishihara,JP,2021-11-09 21:38:17,26.1842,127.7558,65.48,59,40,10.36
421,Cherskiy,RU,2021-11-09 21:38:17,68.75,161.3,-5.42,100,88,3.67
422,Sheltozero,RU,2021-11-09 21:38:18,61.3667,35.3667,29.64,79,100,12.95
423,San Pedro De Uraba,CO,2021-11-09 21:38:18,8.2752,-76.3764,78.4,87,88,8.34
424,Along,IN,2021-11-09 21:38:18,28.1667,94.7667,54.39,65,1,1.74
425,Breznik,BG,2021-11-09 21:38:19,42.7414,22.8981,41.4,89,52,2.39
426,Saint Anthony,US,2021-11-09 21:38:19,45.0205,-93.218,57.54,32,1,1.01
427,Zhiryatino,RU,2021-11-09 21:38:19,53.2228,33.7306,26.92,82,66,7.54
428,Avarua,CK,2021-11-09 21:38:19,-21.2078,-159.775,75.25,78,90,10.36
429,Touros,BR,2021-11-09 21:38:20,-5.1989,-35.4608,81.5,74,40,13.65
430,Amahai,ID,2021-11-09 21:38:20,-3.3333,128.9167,79.61,82,66,4.07
431,Amapa,BR,2021-11-09 21:38:20,1.0,-52.0,73.78,97,100,3.29
432,Tual,ID,2021-11-09 21:38:21,-5.6667,132.75,82.92,77,38,2.95
433,Nikel,RU,2021-11-09 21:38:21,69.4128,30.222,21.38,94,100,15.84
434,Udachnyy,RU,2021-11-09 21:38:21,66.4167,112.4,8.31,94,98,12.88
435,Hofn,IS,2021-11-09 21:38:21,64.2539,-15.2082,40.41,65,89,11.36
436,Sibolga,ID,2021-11-09 21:38:22,1.7427,98.7792,76.64,86,89,1.5
437,Northam,GB,2021-11-09 21:38:22,51.0333,-4.2167,55.56,95,99,11.14
438,Uaua,BR,2021-11-09 21:38:22,-9.8414,-39.4817,83.5,39,73,9.89
439,Odweyne,SO,2021-11-09 21:38:23,9.4092,45.064,69.4,25,20,12.66
440,Chuy,UY,2021-11-09 21:38:23,-33.6971,-53.4616,60.44,77,10,7.0
441,Uglich,RU,2021-11-09 21:38:23,57.5275,38.3317,28.56,74,77,6.17
442,Abnub,EG,2021-11-09 21:38:23,27.2696,31.1511,73.62,19,10,4.61
443,Uttarkashi,IN,2021-11-09 21:38:24,30.7333,78.45,53.89,28,0,5.95
444,Menongue,AO,2021-11-09 21:38:24,-14.6585,17.691,65.43,88,99,6.98
445,Grimshaw,CA,2021-11-09 21:38:24,56.1834,-117.6027,31.01,74,90,13.8
446,Mirabad,AF,2021-11-09 21:38:24,30.4362,61.8383,57.11,37,4,7.52
447,Mataram,ID,2021-11-09 21:38:25,-8.5833,116.1167,76.01,81,100,1.95
448,Umbita,CO,2021-11-09 21:38:25,5.2204,-73.4569,57.4,91,89,3.6
449,Haines Junction,CA,2021-11-09 21:38:25,60.7522,-137.5108,21.15,73,100,0.0
450,Constitucion,CL,2021-11-09 21:38:26,-35.3333,-72.4167,56.82,82,72,11.48
451,Manicore,BR,2021-11-09 21:38:26,-5.8092,-61.3003,75.87,94,100,0.89
452,Angra Dos Reis,BR,2021-11-09 21:38:26,-23.0067,-44.3181,67.96,96,100,3.13
453,Maningrida,AU,2021-11-09 21:38:27,-12.0667,134.2667,85.42,62,81,4.07
454,Raudeberg,NO,2021-11-09 21:38:27,61.9875,5.1352,48.87,90,100,10.0
455,Sao Sebastiao,BR,2021-11-09 21:35:53,-23.76,-45.4097,68.31,94,100,5.68
456,Kavaratti,IN,2021-11-09 21:38:28,10.5669,72.642,81.81,67,100,7.34
457,Norman Wells,CA,2021-11-09 21:39:28,65.282,-126.8329,15.84,79,75,27.63
458,San Ramon,US,2021-11-09 21:39:28,37.7799,-121.978,64.74,84,90,3.0
459,Flinders,AU,2021-11-09 21:39:29,-34.5833,150.8552,70.21,91,100,1.99
460,Sao Geraldo Do Araguaia,BR,2021-11-09 21:39:29,-6.4006,-48.555,74.21,96,100,5.26
461,Port Hardy,CA,2021-11-09 21:39:29,50.6996,-127.4199,48.2,87,75,14.97
462,Krasnomayskiy,RU,2021-11-09 21:39:29,57.6194,34.4099,29.21,79,100,4.81
463,Itoman,JP,2021-11-09 21:39:30,26.1247,127.6694,66.22,57,20,12.66
464,Ostrovnoy,RU,2021-11-09 21:39:30,68.0531,39.5131,24.35,87,100,19.48
465,Palmer,US,2021-11-09 21:39:30,42.1584,-72.3287,66.81,45,40,14.97
466,Valparaiso,CL,2021-11-09 21:39:31,-33.0393,-71.6273,62.83,68,0,6.91
467,Suntar,RU,2021-11-09 21:39:31,62.1444,117.6319,24.93,87,100,8.86
468,Virginia Beach,US,2021-11-09 21:39:31,36.8529,-75.978,73.45,48,1,6.91
469,Pacific Grove,US,2021-11-09 21:39:31,36.6177,-121.9166,65.43,85,98,13.0
470,Kokuy,RU,2021-11-09 21:39:32,52.2037,117.5529,21.76,82,48,3.89
471,Matay,EG,2021-11-09 21:39:32,28.419,30.7792,72.07,26,12,8.01
472,General Roca,AR,2021-11-09 21:39:32,-39.0333,-67.5833,77.85,34,100,17.43
473,Ribas Do Rio Pardo,BR,2021-11-09 21:39:32,-20.4431,-53.7592,74.28,88,100,6.08
474,Trincomalee,LK,2021-11-09 21:39:33,8.5711,81.2335,77.31,91,100,8.3
475,Hanzhong,CN,2021-11-09 21:39:33,33.0728,107.0303,39.54,56,0,1.25
476,Bethune,FR,2021-11-09 21:39:33,50.5333,2.6333,52.75,78,28,6.62
477,Lerwick,GB,2021-11-09 21:39:34,60.1545,-1.1494,50.0,76,91,28.88
478,Roura,GF,2021-11-09 21:39:34,4.7263,-52.3274,78.71,89,90,4.61
479,Misratah,LY,2021-11-09 21:39:34,32.3754,15.0925,73.31,74,22,23.85
480,Saint-Junien,FR,2021-11-09 21:39:34,45.8833,0.9,43.38,87,0,2.84
481,Huarmey,PE,2021-11-09 21:39:35,-10.0681,-78.1522,68.16,78,64,10.51
482,Saint-Pierre,RE,2021-11-09 21:39:35,-21.3393,55.4781,73.29,68,0,5.75
483,Hurghada,EG,2021-11-09 21:39:35,27.2574,33.8129,71.64,37,0,0.0
484,Boone,US,2021-11-09 21:39:35,39.0334,-92.3335,67.8,77,85,1.01
485,Gazanjyk,TM,2021-11-09 21:39:36,39.2446,55.5154,48.56,39,0,9.17
486,San Patricio,US,2021-11-09 21:39:36,28.017,-97.5169,82.81,55,100,11.3
487,Lakselv,NO,2021-11-09 21:39:36,70.0513,24.9718,26.42,80,75,24.16
488,Shimoda,JP,2021-11-09 21:39:37,34.6667,138.95,54.1,62,19,30.58
489,Bambanglipuro,ID,2021-11-09 21:39:37,-7.95,110.2833,77.79,86,100,4.79
490,Waipawa,NZ,2021-11-09 21:39:37,-41.4122,175.5153,63.45,49,60,5.66
491,North Bend,US,2021-11-09 21:39:37,43.4065,-124.2243,56.91,76,1,12.66
492,Mehtar Lam,AF,2021-11-09 21:39:38,34.6714,70.2094,62.4,33,77,3.56
493,Cochrane,CA,2021-11-09 21:38:16,51.1834,-114.4687,44.87,50,1,2.3
494,Sandakan,MY,2021-11-09 21:39:38,5.8402,118.1179,76.68,94,40,5.01
495,Port Augusta,AU,2021-11-09 21:39:38,-32.5,137.7667,57.34,68,77,14.41
496,Wuan,CN,2021-11-09 21:39:39,31.6836,112.0044,45.77,54,0,3.02
497,Mazamari,PE,2021-11-09 21:39:39,-11.3258,-74.5308,77.49,83,100,1.28
498,Los Llanos De Aridane,ES,2021-11-09 21:39:39,28.6585,-17.9182,65.95,80,75,1.01
499,Vao,NC,2021-11-09 21:39:39,-22.6667,167.4833,73.71,81,100,3.67
500,Rudbar,AF,2021-11-09 21:39:40,30.15,62.6,57.09,39,0,5.3
501,Jaleswar,NP,2021-11-09 21:39:40,26.6471,85.8008,65.53,67,5,3.0
502,Terrace Bay,CA,2021-11-09 21:39:40,48.7834,-87.1,46.02,51,32,15.14
503,Oriximina,BR,2021-11-09 21:39:40,-1.7656,-55.8661,73.4,97,100,2.3
504,Severo-Yeniseyskiy,RU,2021-11-09 21:39:41,60.3725,93.0408,26.19,93,100,10.09
505,Merida,MX,2021-11-09 21:35:12,20.9667,-89.6167,81.01,54,75,6.91
506,Poso,ID,2021-11-09 21:40:41,-1.3959,120.7524,76.6,86,99,3.13
507,Nuuk,GL,2021-11-09 21:40:41,64.1835,-51.7216,18.21,73,20,11.5
508,Quatre Cocos,MU,2021-11-09 21:40:42,-20.2078,57.7625,74.08,74,27,9.22
509,Sainte-Rose,GP,2021-11-09 21:40:42,16.3324,-61.6979,80.64,74,0,8.05
510,Bud,US,2021-11-09 21:40:42,39.447,-86.1758,62.69,65,100,6.53
511,Oneonta,US,2021-11-09 21:40:38,42.4529,-75.0638,56.44,78,57,4.05
512,Susangerd,IR,2021-11-09 21:40:42,31.5608,48.1831,68.02,23,0,8.25
513,Muzhi,RU,2021-11-09 21:40:43,65.3667,64.6667,9.23,90,99,9.17
514,Abadzekhskaya,RU,2021-11-09 21:40:43,44.3939,40.2214,45.66,93,100,5.3
515,Progreso,MX,2021-11-09 21:40:43,21.2833,-89.6667,81.1,55,74,11.7
516,Codrington,AU,2021-11-09 21:40:43,-38.2667,141.9667,53.35,56,75,10.92
517,Derzhavinsk,KZ,2021-11-09 21:40:44,51.1,66.3167,36.14,43,100,20.31
518,Saru Dornei,RO,2021-11-09 21:40:44,47.2833,25.35,30.92,87,62,0.96
519,Tonj,SS,2021-11-09 21:40:44,7.2737,28.6822,77.18,73,100,2.95
520,Mitsamiouli,KM,2021-11-09 21:40:45,-11.3847,43.2844,79.86,84,10,11.72
521,Conakry,GN,2021-11-09 21:40:45,9.538,-13.6773,82.47,83,20,2.3
522,Kolpashevo,RU,2021-11-09 21:40:45,58.3131,82.9089,31.03,73,100,15.05
523,Sterling,US,2021-11-09 21:40:45,39.0062,-77.4286,73.69,39,20,5.75
524,Geraldton,AU,2021-11-09 21:40:46,-28.7667,114.6,48.61,93,0,4.61
525,Swan Hill,AU,2021-11-09 21:40:46,-35.3378,143.5544,58.93,63,100,12.01
526,Altamira,BR,2021-11-09 21:40:46,-3.2033,-52.2064,80.69,89,75,4.61
527,Sergeyevka,KZ,2021-11-09 21:40:46,53.88,67.4158,33.73,97,100,17.65
528,Mamlyutka,KZ,2021-11-09 21:40:47,54.9375,68.5394,32.63,97,100,15.59
529,Najran,SA,2021-11-09 21:40:47,17.4924,44.1277,61.45,30,9,1.12
530,Alyangula,AU,2021-11-09 21:40:47,-13.8483,136.4192,80.47,89,40,2.3
531,Half Moon Bay,US,2021-11-09 21:40:48,37.4636,-122.4286,66.24,87,40,4.0
532,Zhangjiakou,CN,2021-11-09 21:40:48,40.81,114.8794,27.27,80,13,10.13
533,Sinnamary,GF,2021-11-09 21:40:48,5.3833,-52.95,77.11,88,81,8.88
534,Wasilla,US,2021-11-09 21:40:48,61.5814,-149.4394,23.52,73,1,7.0
535,Rafraf,TN,2021-11-09 21:40:49,37.1904,10.1837,59.31,82,100,8.23
536,Pallasovka,RU,2021-11-09 21:40:49,50.05,46.8833,38.55,67,100,8.37
537,Gayeri,BF,2021-11-09 21:40:49,12.6497,0.4931,84.92,19,3,4.03
538,Yanam,IN,2021-11-09 21:40:50,16.7333,82.2167,74.35,74,98,5.82
539,Camopi,GF,2021-11-09 21:40:50,3.1655,-52.3158,72.14,99,100,2.01
540,Morehead,US,2021-11-09 21:40:50,37.2711,-87.1764,67.75,46,1,5.75
541,Lorengau,PG,2021-11-09 21:40:51,-2.0226,147.2712,82.78,80,25,14.41
542,Kalulushi,ZM,2021-11-09 21:40:51,-12.8378,28.0919,74.03,27,75,3.18
543,Erzin,TR,2021-11-09 21:40:51,36.9559,36.2,50.52,31,1,4.47
544,Esil,KZ,2021-11-09 21:40:51,51.9556,66.4042,38.55,49,100,18.7
545,The Valley,AI,2021-11-09 21:40:52,18.217,-63.0578,84.06,73,13,11.1
546,Haukipudas,FI,2021-11-09 21:40:52,65.1765,25.3523,33.85,94,100,16.89
547,San Rafael,AR,2021-11-09 21:40:43,-34.6177,-68.3301,72.79,45,82,8.97
548,Kyshtovka,RU,2021-11-09 21:40:52,56.555,76.6271,31.75,79,96,14.23
549,Saint-Augustin,CA,2021-11-09 21:40:53,51.226,-58.6502,43.21,94,100,12.15
550,Evanton,GB,2021-11-09 21:40:53,57.6638,-4.34,50.54,81,42,11.32
551,Acari,PE,2021-11-09 21:40:53,-15.4311,-74.6158,72.03,68,24,8.25
552,Kloulklubed,PW,2021-11-09 21:40:54,7.0419,134.2556,79.3,78,100,16.96
553,Mazabuka,ZM,2021-11-09 21:40:54,-15.856,27.748,79.43,26,4,5.82
554,Honningsvag,NO,2021-11-09 21:41:54,70.9821,25.9704,28.15,69,75,18.41
555,Nelson Bay,AU,2021-11-09 21:41:55,-32.7167,152.15,72.09,82,100,1.01
556,Dhangadhi,NP,2021-11-09 21:41:55,28.7079,80.5961,62.15,79,1,2.59
557,Nautla,MX,2021-11-09 21:41:55,20.2167,-96.7833,77.07,75,90,9.55
558,Sharan,RU,2021-11-09 21:41:55,54.8167,54.0,35.51,94,80,12.1
559,Saldanha,ZA,2021-11-09 21:41:56,-33.0117,17.9442,55.45,82,4,11.03
560,Kashary,RU,2021-11-09 21:41:56,49.04,41.0056,37.08,84,99,13.47
561,Evensk,RU,2021-11-09 21:41:56,61.95,159.2333,11.1,94,86,6.87
562,Praia,CV,2021-11-09 21:41:56,14.9215,-23.5087,77.54,69,40,20.71
563,Sylacauga,US,2021-11-09 21:41:57,33.1732,-86.2516,72.34,50,75,3.44
564,Manati,PR,2021-11-09 21:41:57,18.4275,-66.4921,83.79,82,39,9.24
565,Tammisaari,FI,2021-11-09 21:41:57,59.9736,23.4339,46.11,97,100,23.96
566,Agadez,NE,2021-11-09 21:41:58,19.75,10.25,76.95,14,75,9.15
